id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date,Profit percent,Discount percent
190,San Francisco,0,6.56,2,West,kariox,Consumer,television,Standard Class,9307,1.9024,01-03-2018,94110,California,01-03-2018,29,0
191,San Francisco,0,14.88,2,West,kariox,Consumer,television,Standard Class,9308,3.72,01-03-2018,94110,California,01-03-2018,25,0
192,San Francisco,0,45.48,4,West,fynota,Consumer,chocolates,Standard Class,9309,15.918,01-03-2018,94110,California,01-03-2018,35,0
193,Plano,0.3,890.841,3,Central,qexty,Consumer,hoodies,Standard Class,7306,-152.7156,01-04-2018,75023,Texas,01-03-2018,-17.14285714,0.033676043
194,San Francisco,0,25.44,6,West,kariox,Consumer,television,Standard Class,9310,9.9216,01-03-2018,94110,California,01-03-2018,39,0
195,San Francisco,0,3.36,2,West,kariox,Corporate,television,Second Class,9052,0.84,01-03-2018,94122,California,01-03-2018,25,0
196,San Francisco,0.2,27.936,4,West,kariox,Corporate,headset,Second Class,9053,9.4284,01-03-2018,94122,California,01-03-2018,33.75,0.715922108
197,San Francisco,0.2,28.784,2,West,fynota,Corporate,colddrinks,Second Class,9054,2.8784,01-03-2018,94122,California,01-03-2018,10,0.694830461
198,Pomona,0,18.75,5,West,kariox,Consumer,tablet,Second Class,9660,9,01-03-2018,91767,California,01-03-2018,48,0
199,Des Moines,0,6.12,3,Central,kariox,Consumer,watch,Standard Class,7840,2.8764,01-04-2018,50315,Iowa,01-03-2018,47,0
200,Des Moines,0,1184.72,4,Central,qexty,Consumer,hoodies,Standard Class,7841,106.6248,01-04-2018,50315,Iowa,01-03-2018,9,0
201,Albuquerque,0.2,302.376,3,West,fynota,Home Office,colddrinks,Standard Class,8464,22.6782,01-04-2018,87105,New Mexico,01-03-2018,7.5,0.066142816
202,Jackson,0,30.44,2,South,kariox,Corporate,headset,Standard Class,7429,14.9156,01-03-2018,39212,Mississippi,01-03-2018,49,0
203,Jackson,0,11.43,3,South,kariox,Corporate,headset,Standard Class,7428,5.3721,01-03-2018,39212,Mississippi,01-03-2018,47,0
204,Huntington Beach,0,10.56,2,West,kariox,Corporate,phone,Standard Class,1891,4.752,01-03-2018,92646,California,01-03-2018,45,0
205,Dallas,0.2,5.184,1,Central,kariox,Consumer,phone,Same Day,5102,1.8792,01-03-2018,75217,Texas,01-03-2018,36.25,3.858024691
206,Columbus,0.2,44.672,8,East,kariox,Corporate,laptop,Standard Class,7249,-10.0512,01-03-2018,43229,Ohio,01-03-2018,-22.5,0.447707736
207,Houston,0.8,176.772,3,Central,kariox,Consumer,battery,Standard Class,7349,-459.6072,01-03-2018,77095,Texas,01-03-2018,-260,0.45256036
208,San Diego,0.2,626.352,3,West,qexty,Consumer,hoodies,Standard Class,8712,-23.4882,01-03-2018,92037,California,01-03-2018,-3.75,0.031930927
209,Columbia,0,354.9,5,South,kariox,Consumer,laptop,Same Day,1565,17.745,01-03-2018,29203,South Carolina,01-03-2018,5,0
210,Margate,0.2,15.552,3,South,kariox,Consumer,television,Standard Class,4422,2.3328,01-03-2018,33063,Florida,01-03-2018,15,1.28600823
211,Yonkers,0,59.52,3,East,kariox,Consumer,television,Second Class,8497,15.4752,01-03-2018,10701,New York,01-03-2018,26,0
212,Yonkers,0,479.97,3,East,fynota,Consumer,chocolates,Second Class,8498,177.5889,01-03-2018,10701,New York,01-03-2018,37,0
213,Columbus,0.5,302.45,5,East,qexty,Corporate,pants,Standard Class,7248,-199.617,01-03-2018,43229,Ohio,01-03-2018,-66,0.165316581
214,Yonkers,0,18.62,2,East,kariox,Consumer,charger,Second Class,8499,5.3998,01-03-2018,10701,New York,01-03-2018,29,0
215,Yonkers,0,97.82,2,East,kariox,Consumer,phone,Second Class,8501,45.9754,01-03-2018,10701,New York,01-03-2018,47,0
216,Seattle,0.2,48.712,1,West,qexty,Consumer,tshirts,First Class,4962,5.4801,01-03-2018,98103,Washington,01-03-2018,11.25,0.410576449
217,Seattle,0,17.94,3,West,kariox,Consumer,television,First Class,4963,4.6644,01-03-2018,98103,Washington,01-03-2018,26,0
218,Seattle,0,242.94,3,West,kariox,Consumer,laptop,First Class,4964,4.8588,01-03-2018,98103,Washington,01-03-2018,2,0
219,Des Moines,0.2,107.648,2,West,kariox,Home Office,headset,Second Class,5254,33.64,01-03-2018,98198,Washington,01-03-2018,31.25,0.185790725
220,Seattle,0,20.65,5,West,kariox,Corporate,television,Standard Class,9641,9.499,01-03-2018,98103,Washington,01-03-2018,46,0
221,Seattle,0,204.9,5,West,kariox,Corporate,laptop,Standard Class,9642,0,01-03-2018,98103,Washington,01-03-2018,0,0
222,Yonkers,0.2,49.632,6,East,kariox,Consumer,headset,Second Class,8500,16.7508,01-03-2018,10701,New York,01-03-2018,33.75,0.402965828
223,Seattle,0.2,436.704,6,West,qexty,Corporate,tshirts,Standard Class,9643,21.8352,01-03-2018,98103,Washington,01-03-2018,5,0.045797611
224,Columbus,0.2,15.12,3,East,kariox,Corporate,tablet,Standard Class,7247,4.914,01-03-2018,43229,Ohio,01-03-2018,32.5,1.322751323
225,New York City,0.2,125.76,3,East,kariox,Home Office,headset,Standard Class,1164,40.872,01-03-2018,10035,New York,01-03-2018,32.5,0.159033079
226,Seattle,0.2,457.568,2,West,qexty,Consumer,tshirts,Second Class,158,51.4764,01-03-2018,98115,Washington,01-03-2018,11.25,0.04370935
227,New York City,0,5.94,3,East,fynota,Home Office,colddrinks,Standard Class,5714,1.6038,01-03-2018,10035,New York,01-03-2018,27,0
228,Elmhurst,0.3,634.116,6,Central,qexty,Home Office,tshirts,Standard Class,6548,-172.1172,01-03-2018,60126,Illinois,01-03-2018,-27.14285714,0.047309956
229,Elmhurst,0.2,17.472,3,Central,kariox,Home Office,phone,Standard Class,6549,5.6784,01-03-2018,60126,Illinois,01-03-2018,32.5,1.144688645
230,El Paso,0.2,18.84,5,Central,kariox,Consumer,lighting,Standard Class,7948,-3.5325,01-03-2018,79907,Texas,01-03-2018,-18.75,1.061571125
231,Dallas,0.2,15.552,3,Central,kariox,Consumer,phone,Same Day,5103,5.4432,01-03-2018,75217,Texas,01-03-2018,35,1.28600823
232,El Paso,0.6,63.552,6,Central,qexty,Consumer,shorts,Standard Class,7950,-34.9536,01-03-2018,79907,Texas,01-03-2018,-55,0.944108761
233,New York City,0.2,25.32,5,East,kariox,Home Office,headset,Standard Class,1165,9.1785,01-03-2018,10035,New York,01-03-2018,36.25,0.789889415
234,El Paso,0.2,129.552,3,Central,kariox,Consumer,laptop,Standard Class,7951,-22.6716,01-03-2018,79907,Texas,01-03-2018,-17.5,0.154378165
235,Houston,0.3,376.509,3,Central,qexty,Consumer,hoodies,Standard Class,8311,-43.0296,01-03-2018,77036,Texas,01-03-2018,-11.42857143,0.07967937
236,New York City,0,11.36,2,East,kariox,Home Office,watch,Standard Class,6058,5.3392,01-03-2018,10009,New York,01-03-2018,47,0
237,New York City,0,36.4,5,East,kariox,Home Office,phone,Standard Class,6059,17.472,01-03-2018,10009,New York,01-03-2018,48,0
238,Philadelphia,0.2,3.424,1,East,kariox,Corporate,phone,Standard Class,9946,1.07,01-03-2018,19120,Pennsylvania,01-03-2018,31.25,5.841121495
239,Philadelphia,0.2,151.2,3,East,fynota,Corporate,chocolates,Standard Class,9947,32.13,01-03-2018,19120,Pennsylvania,01-03-2018,21.25,0.132275132
240,Wilmington,0.2,19.456,4,South,kariox,Consumer,television,Second Class,556,3.4048,01-03-2018,28403,North Carolina,01-03-2018,17.5,1.027960526
241,New York City,0,9.99,1,East,fynota,Home Office,colddrinks,Standard Class,1163,4.5954,01-03-2018,10035,New York,01-03-2018,46,0
242,Houston,0.2,137.352,3,Central,kariox,Consumer,laptop,Standard Class,8310,8.5845,01-03-2018,77036,Texas,01-03-2018,6.25,0.145611276
243,Seattle,0.2,481.568,2,West,qexty,Corporate,tshirts,Standard Class,9644,54.1764,01-03-2018,98103,Washington,01-03-2018,11.25,0.041530999
244,El Paso,0.3,362.25,6,Central,qexty,Consumer,tshirts,Standard Class,7949,0,01-03-2018,79907,Texas,01-03-2018,0,0.082815735
245,Denver,0.2,636.408,3,West,kariox,Consumer,laptop,Standard Class,2101,-15.9102,01-03-2018,80219,Colorado,01-03-2018,-2.5,0.031426381
246,Tampa,0.2,45.696,3,South,qexty,Consumer,shorts,Standard Class,604,5.1408,01-03-2018,33614,Florida,01-03-2018,11.25,0.43767507
247,Tampa,0.7,7.218,3,South,kariox,Consumer,headset,Standard Class,605,-5.5338,01-03-2018,33614,Florida,01-03-2018,-76.66666667,9.697977279
248,Tampa,0.7,43.188,4,South,kariox,Consumer,headset,Standard Class,606,-31.6712,01-03-2018,33614,Florida,01-03-2018,-73.33333333,1.620820598
249,Tampa,0.2,131.904,3,South,kariox,Consumer,phone,Standard Class,607,47.8152,01-03-2018,33614,Florida,01-03-2018,36.25,0.151625425
250,Raleigh,0.2,471.92,2,South,fynota,Home Office,colddrinks,Second Class,3453,29.495,01-03-2018,27604,North Carolina,01-03-2018,6.25,0.042380064
251,Lakeville,0,93.78,2,Central,kariox,Consumer,battery,Standard Class,1346,36.5742,01-03-2018,55044,Minnesota,01-03-2018,39,0
252,Lakeville,0,47.18,7,Central,kariox,Consumer,phone,Standard Class,1347,23.59,01-03-2018,55044,Minnesota,01-03-2018,50,0
253,Tampa,0.2,142.776,1,South,kariox,Consumer,laptop,Standard Class,603,17.847,01-03-2018,33614,Florida,01-03-2018,12.5,0.140079565
254,Lakeville,0,19.68,6,Central,kariox,Consumer,television,Standard Class,1348,5.7072,01-03-2018,55044,Minnesota,01-03-2018,29,0
255,Lakeville,0,35.88,6,Central,kariox,Consumer,headset,Standard Class,1350,17.2224,01-03-2018,55044,Minnesota,01-03-2018,48,0
256,New York City,0.4,1579.746,7,East,qexty,Corporate,hoodies,Standard Class,2358,-447.5947,01-03-2018,10024,New York,01-03-2018,-28.33333333,0.025320526
257,New York City,0.4,1071.576,4,East,qexty,Corporate,hoodies,Standard Class,2359,-553.6476,01-03-2018,10024,New York,01-03-2018,-51.66666667,0.037328197
258,New York City,0,34.86,7,East,kariox,Corporate,phone,Standard Class,2361,16.3842,01-03-2018,10024,New York,01-03-2018,47,0
259,New York City,0,155.04,4,East,kariox,Corporate,phone,Standard Class,2362,75.9696,01-03-2018,10024,New York,01-03-2018,49,0
260,Dallas,0.2,4.448,2,Central,kariox,Consumer,television,Same Day,5101,0.3336,01-03-2018,75217,Texas,01-03-2018,7.5,4.496402878
261,Royal Oak,0,22.38,2,Central,kariox,Consumer,phone,Standard Class,1172,10.7424,01-03-2018,48073,Michigan,01-03-2018,48,0
262,Lakeville,0,53.4,10,Central,kariox,Consumer,headset,Standard Class,1349,25.098,01-03-2018,55044,Minnesota,01-03-2018,47,0
263,Jacksonville,0.2,91.056,6,South,kariox,Home Office,phone,Standard Class,9515,31.8696,01-03-2018,32216,Florida,01-03-2018,35,0.219645054
264,New York City,0.4,613.908,3,East,qexty,Corporate,hoodies,Standard Class,2360,-122.7816,01-03-2018,10024,New York,01-03-2018,-20,0.065156343
265,Chicago,0.3,574.91,2,Central,fynota,Home Office,sweets,First Class,9406,156.047,01-03-2018,60653,Illinois,01-03-2018,27.14285714,0.052182081
266,Chicago,0.2,8.448,2,Central,kariox,Home Office,phone,First Class,9407,2.64,01-03-2018,60653,Illinois,01-03-2018,31.25,2.367424242
267,Columbus,0.2,8.32,5,East,qexty,Consumer,shorts,Second Class,1542,2.288,01-03-2018,43229,Ohio,01-03-2018,27.5,2.403846154
268,New York City,0,108.92,14,East,kariox,Consumer,phone,Second Class,3442,49.014,01-03-2018,10024,New York,01-03-2018,45,0
269,Richmond,0,146.76,3,South,kariox,Corporate,battery,Second Class,7015,38.1576,01-03-2018,40475,Kentucky,01-03-2018,26,0
270,Richmond,0,32.96,2,South,fynota,Corporate,chocolates,Second Class,7016,14.1728,01-03-2018,40475,Kentucky,01-03-2018,43,0
271,Richmond,0,587.97,3,South,fynota,Corporate,colddrinks,Second Class,7017,164.6316,01-03-2018,40475,Kentucky,01-03-2018,28,0
272,Richmond,0,14.94,3,South,kariox,Corporate,phone,Second Class,7018,7.0218,01-03-2018,40475,Kentucky,01-03-2018,47,0
273,Roseville,0,7.98,3,West,kariox,Consumer,television,Standard Class,8300,2.0748,01-03-2018,95661,California,01-03-2018,26,0
274,Columbus,0.2,10.464,6,East,kariox,Consumer,lighting,Second Class,1543,1.7004,01-03-2018,43229,Ohio,01-03-2018,16.25,1.911314985
275,Huntington Beach,0,3.38,1,West,kariox,Corporate,television,Standard Class,1892,1.2506,01-03-2018,92646,California,01-03-2018,37,0
276,Logan,0.2,62.048,2,West,kariox,Consumer,headset,Standard Class,4681,20.1656,01-03-2018,84321,Utah,01-03-2018,32.5,0.322331099
277,Logan,0,21.36,2,West,kariox,Consumer,laptop,Standard Class,4680,5.7672,01-03-2018,84321,Utah,01-03-2018,27,0
278,Logan,0,82.8,12,West,fynota,Consumer,chocolates,Standard Class,4679,6.624,01-03-2018,84321,Utah,01-03-2018,8,0
279,Denver,0.2,83.168,4,West,kariox,Consumer,television,Standard Class,2102,9.3564,01-03-2018,80219,Colorado,01-03-2018,11.25,0.240477107
280,Logan,0,80.98,1,West,kariox,Consumer,laptop,Standard Class,4678,3.2392,01-03-2018,84321,Utah,01-03-2018,4,0
281,Logan,0.2,33.088,4,West,kariox,Consumer,headset,Standard Class,4677,11.1672,01-03-2018,84321,Utah,01-03-2018,33.75,0.604448743
282,Chesapeake,0,1139.92,4,South,qexty,Home Office,tshirts,Standard Class,2841,284.98,01-03-2018,23320,Virginia,01-03-2018,25,0
283,Houston,0.2,2.688,2,Central,kariox,Consumer,television,Standard Class,6569,1.008,01-04-2018,77095,Texas,01-04-2018,37.5,7.44047619
284,Houston,0.3,317.058,3,Central,qexty,Consumer,tshirts,Standard Class,6570,-18.1176,01-04-2018,77095,Texas,01-04-2018,-5.714285714,0.094619912
285,Houston,0.2,149.352,3,Central,kariox,Consumer,watch,Standard Class,6571,50.4063,01-04-2018,77095,Texas,01-04-2018,33.75,0.133911832
286,Houston,0.2,227.976,3,Central,fynota,Consumer,chocolates,Standard Class,6572,28.497,01-04-2018,77095,Texas,01-04-2018,12.5,0.087728533
287,San Jose,0,76.14,3,West,qexty,Home Office,shorts,Second Class,4570,26.649,01-04-2018,95123,California,01-04-2018,35,0
288,Arlington,0,58.05,3,South,kariox,Consumer,headset,Second Class,7843,26.703,01-04-2018,22204,Virginia,01-04-2018,46,0
289,Arlington,0,71.28,11,South,kariox,Consumer,phone,Second Class,7844,34.2144,01-04-2018,22204,Virginia,01-04-2018,48,0
290,Houston,0.3,744.1,5,Central,qexty,Consumer,hoodies,Second Class,5076,-95.67,01-04-2018,77070,Texas,01-04-2018,-12.85714286,0.040317162
291,Troy,0,247.84,8,East,kariox,Corporate,watch,Second Class,7164,121.4416,01-04-2018,12180,New York,01-04-2018,49,0
292,Houston,0.3,401.59,2,Central,qexty,Consumer,hoodies,Second Class,5078,-131.951,01-04-2018,77070,Texas,01-04-2018,-32.85714286,0.074703055
293,Los Angeles,0,59.92,4,West,qexty,Consumer,shorts,Standard Class,6850,27.5632,01-04-2018,90045,California,01-04-2018,46,0
294,Los Angeles,0.2,16.52,5,West,kariox,Consumer,headset,Standard Class,1173,5.5755,01-04-2018,90008,California,01-04-2018,33.75,1.210653753
295,Los Angeles,0,11.62,2,West,kariox,Consumer,lighting,Standard Class,3536,3.6022,01-04-2018,90049,California,01-04-2018,31,0
296,Henderson,0,828.84,6,South,kariox,Corporate,laptop,Standard Class,9075,0,01-04-2018,42420,Kentucky,01-04-2018,0,0
297,Houston,0.2,44.84,5,Central,kariox,Consumer,laptop,Second Class,5077,5.605,01-04-2018,77070,Texas,01-04-2018,12.5,0.44603033
298,Philadelphia,0.4,71.928,12,East,fynota,Corporate,colddrinks,Second Class,344,8.3916,01-04-2018,19140,Pennsylvania,01-04-2018,11.66666667,0.556111667
299,Los Angeles,0,13.12,4,West,kariox,Consumer,television,Standard Class,3534,3.8048,01-04-2018,90049,California,01-04-2018,29,0
300,Los Angeles,0.2,287.968,4,West,fynota,Consumer,sweets,Standard Class,3533,97.1892,01-04-2018,90049,California,01-04-2018,33.75,0.069452161
301,Wilmington,0.2,39.072,6,South,kariox,Corporate,television,Standard Class,404,9.768,01-04-2018,28403,North Carolina,01-04-2018,25,0.511875512
302,Los Angeles,0,187.76,4,West,qexty,Home Office,shorts,Same Day,7658,76.9816,01-04-2018,90049,California,01-04-2018,41,0
303,Los Angeles,0,106.96,2,West,kariox,Home Office,battery,Same Day,7657,31.0184,01-04-2018,90049,California,01-04-2018,29,0
304,Baltimore,0,7.83,3,East,kariox,Home Office,tablet,Standard Class,6708,3.6018,01-04-2018,21215,Maryland,01-04-2018,46,0
305,Philadelphia,0.2,30.992,13,East,kariox,Corporate,lighting,Second Class,343,10.0724,01-04-2018,19140,Pennsylvania,01-04-2018,32.5,0.645327827
306,Philadelphia,0.7,509.97,10,East,kariox,Corporate,headset,Second Class,342,-407.976,01-04-2018,19140,Pennsylvania,01-04-2018,-80,0.137262976
307,Philadelphia,0.2,17.856,4,East,kariox,Corporate,television,Second Class,341,1.116,01-04-2018,19140,Pennsylvania,01-04-2018,6.25,1.120071685
308,Lodi,0,39.68,2,West,kariox,Corporate,television,Standard Class,9850,16.2688,01-04-2018,95240,California,01-04-2018,41,0
309,Bloomington,0,32.4,5,Central,kariox,Consumer,phone,Standard Class,9098,15.552,01-04-2018,47401,Indiana,01-04-2018,48,0
310,Redondo Beach,0.15,308.499,3,West,qexty,Corporate,pants,Standard Class,2797,-18.147,01-04-2018,90278,California,01-04-2018,-5.882352941,0.048622524
311,Troy,0.2,9.912,3,East,kariox,Corporate,headset,Second Class,7165,3.3453,01-04-2018,12180,New York,01-04-2018,33.75,2.017756255
312,Redondo Beach,0.2,18.088,7,West,kariox,Corporate,headset,Standard Class,2796,6.5569,01-04-2018,90278,California,01-04-2018,36.25,1.10570544
313,Los Angeles,0,10.75,5,West,kariox,Consumer,television,Standard Class,3535,3.5475,01-04-2018,90049,California,01-04-2018,33,0
314,Philadelphia,0.7,2.502,3,East,kariox,Corporate,headset,First Class,1449,-1.7514,01-04-2018,19134,Pennsylvania,01-04-2018,-70,27.97761791
315,Baltimore,0,3.15,1,East,kariox,Corporate,tablet,Standard Class,1777,1.512,01-05-2018,21215,Maryland,01-04-2018,48,0
316,Columbus,0.3,281.372,2,East,qexty,Home Office,tshirts,Standard Class,3407,-12.0588,01-04-2018,43229,Ohio,01-04-2018,-4.285714286,0.106620417
317,Redondo Beach,0.2,438.368,4,West,fynota,Corporate,colddrinks,Standard Class,2795,38.3572,01-04-2018,90278,California,01-04-2018,8.75,0.045623768
318,Louisville,0,826,5,South,kariox,Consumer,laptop,First Class,8637,214.76,01-05-2018,40214,Kentucky,01-04-2018,26,0
319,Louisville,0,174.95,5,South,kariox,Consumer,television,First Class,8636,45.487,01-05-2018,40214,Kentucky,01-04-2018,26,0
320,Jackson,0,47.79,3,South,fynota,Consumer,chocolates,Second Class,5005,16.2486,01-05-2018,39212,Mississippi,01-04-2018,34,0
321,Dover,0,19.98,2,East,fynota,Consumer,colddrinks,Standard Class,8267,5.1948,01-05-2018,19901,Delaware,01-04-2018,26,0
322,Memphis,0.2,99.92,5,South,kariox,Corporate,laptop,Standard Class,6376,-1.249,01-05-2018,38109,Tennessee,01-04-2018,-1.25,0.200160128
323,Memphis,0.2,561.584,2,South,qexty,Corporate,tshirts,Standard Class,6375,70.198,01-05-2018,38109,Tennessee,01-04-2018,12.5,0.03561355
324,Lake Charles,0,17.94,3,South,kariox,Consumer,headset,Second Class,2892,8.6112,01-05-2018,70601,Louisiana,01-04-2018,48,0
325,Lake Charles,0,51.96,2,South,qexty,Consumer,tshirts,Second Class,2891,12.99,01-05-2018,70601,Louisiana,01-04-2018,25,0
326,Rochester,0,17.46,2,East,qexty,Consumer,shorts,Standard Class,885,5.9364,01-05-2018,14609,New York,01-04-2018,34,0
327,Jamestown,0,159.98,2,East,fynota,Corporate,chocolates,Standard Class,8921,57.5928,01-05-2018,14701,New York,01-04-2018,36,0
328,San Francisco,0.2,1679.96,5,West,fynota,Consumer,colddrinks,First Class,8452,125.997,01-04-2018,94122,California,01-04-2018,7.5,0.011905045
329,Newark,0.2,177.568,2,East,kariox,Corporate,laptop,Standard Class,3611,-37.7332,01-05-2018,43055,Ohio,01-04-2018,-21.25,0.112632907
330,Newark,0.2,27.096,3,East,kariox,Corporate,laptop,Standard Class,3610,2.0322,01-05-2018,43055,Ohio,01-04-2018,7.5,0.738116327
331,Newark,0.2,6.912,3,East,kariox,Corporate,tablet,Standard Class,3609,2.5056,01-05-2018,43055,Ohio,01-04-2018,36.25,2.893518519
332,Baltimore,0,5.34,2,East,kariox,Corporate,television,Standard Class,1776,1.4952,01-05-2018,21215,Maryland,01-04-2018,28,0
333,Baltimore,0,497.61,9,East,kariox,Corporate,laptop,Standard Class,1775,129.3786,01-05-2018,21215,Maryland,01-04-2018,26,0
334,Columbus,0.7,7.488,8,East,kariox,Home Office,headset,Standard Class,3408,-5.2416,01-04-2018,43229,Ohio,01-04-2018,-70,9.348290598
335,Columbus,0.2,22.336,4,East,qexty,Home Office,shorts,Standard Class,3409,7.8176,01-04-2018,43229,Ohio,01-04-2018,35,0.895415473
336,San Francisco,0,48.91,1,West,kariox,Home Office,phone,Second Class,9290,22.9877,01-04-2018,94109,California,01-04-2018,47,0
337,Houston,0.2,10.368,2,Central,kariox,Home Office,phone,Standard Class,1749,3.6288,01-04-2018,77095,Texas,01-04-2018,35,1.929012346
338,Houston,0.2,6.24,3,Central,kariox,Home Office,television,Standard Class,1750,0.546,01-04-2018,77095,Texas,01-04-2018,8.75,3.205128205
339,Wilmington,0.2,302.376,3,South,fynota,Consumer,colddrinks,Standard Class,2714,37.797,01-04-2018,28403,North Carolina,01-04-2018,12.5,0.066142816
